1,1.5308085e-15,-3.7493995e-31,-65.0
2,2.1431319e-15,-5.2491592e-31,-74.999995
3,33.732609,-8.2621062e-15,20.0
4,23.787148,-5.8261709e-15,20.0
5,1.6073489e-15,-3.9368694e-31,-66.249999
6,1.6838893e-15,-4.1243394e-31,-67.499999
7,1.7604298e-15,-4.3118094e-31,-68.749998
8,1.8369702e-15,-4.4992793e-31,-69.999998
9,1.9135106e-15,-4.6867493e-31,-71.249997
10,1.990051e-15,-4.8742193e-31,-72.499996
11,2.0665915e-15,-5.0616893e-31,-73.749996
12,25.03033,-6.1306628e-15,20.0
13,26.273513,-6.4351547e-15,20.0
14,27.516696,-6.7396466e-15,20.0
15,28.759878,-7.0441386e-15,20.0
16,30.003061,-7.3486305e-15,20.0
17,31.246243,-7.6531224e-15,20.0
18,32.489426,-7.9576143e-15,20.0
19,2.1800894,-5.339679e-16,-74.85436
20,4.32272,-1.058761e-15,-74.425779
21,6.3965578,-1.5667048e-15,-73.736829
22,8.3798361,-2.0524679e-15,-72.81863
23,10.260492,-2.5130957e-15,-71.704821
24,12.034211,-2.9475317e-15,-70.427262
25,13.701916,-3.3560015e-15,-69.013886
26,15.267596,-3.7394825e-15,-67.488107
27,16.736772,-4.0993269e-15,-65.869084
28,18.115526,-4.4370243e-15,-64.172314
29,19.409935,-4.7540631e-15,-62.410297
30,20.625777,-5.0518585e-15,-60.593135
31,21.768393,-5.3317185e-15,-58.729025
32,22.842637,-5.5948324e-15,-56.824671
33,23.852884,-5.8422716e-15,-54.885588
34,24.803054,-6.0749961e-15,-52.916356
35,25.696649,-6.2938639e-15,-50.920803
36,26.536797,-6.4996407e-15,-48.902157
37,27.326289,-6.6930104e-15,-46.863158
38,28.067618,-6.8745837e-15,-44.806153
39,28.763013,-7.0449062e-15,-42.733163
40,29.414467,-7.2044666e-15,-40.645944
41,30.023766,-7.3537019e-15,-38.546028
42,30.59251,-7.493004e-15,-36.434764
43,31.122133,-7.6227241e-15,-34.313346
44,31.61392,-7.7431771e-15,-32.182836
45,32.069022,-7.854645e-15,-30.044188
46,32.48847,-7.9573802e-15,-27.898261
47,32.873187,-8.0516086e-15,-25.745835
48,33.223993,-8.1375312e-15,-23.587621
49,33.541617,-8.2153268e-15,-21.424275
50,33.826706,-8.2851535e-15,-19.256399
51,34.079826,-8.34715e-15,-17.084559
52,34.301471,-8.4014373e-15,-14.90928
53,34.492066,-8.4481196e-15,-12.73106
54,34.651971,-8.487285e-15,-10.550373
55,34.781484,-8.5190067e-15,-8.3676687
56,34.880846,-8.5433433e-15,-6.1833842
57,34.950238,-8.5603394e-15,-3.9979422
58,34.989786,-8.570026e-15,-1.8117563
59,34.999563,-8.5724206e-15,0.37476541
60,34.979586,-8.5675275e-15,2.5612177
61,34.929818,-8.555338e-15,4.7471948
62,34.85017,-8.5358298e-15,6.932287
63,34.740496,-8.5089674e-15,9.1160779
64,34.600594,-8.4747013e-15,11.29814
65,34.430205,-8.4329682e-15,13.478034
66,34.229011,-8.3836897e-15,15.6553
67,33.996628,-8.3267723e-15,17.829458
68,1.8735972,-4.5889896e-16,-64.817204
69,3.6816448,-9.0174289e-16,-64.291302
70,5.3801538,-1.3177576e-15,-63.476962
71,6.9512497,-1.7025651e-15,-62.436829
72,8.3950781,-2.0562011e-15,-61.225593
73,9.7204738,-2.3808294e-15,-59.885422
74,10.939061,-2.6792972e-15,-58.447222
75,12.062428,-2.9544429e-15,-56.933341
76,13.101044,-3.2088302e-15,-55.360018
77,14.063977,-3.4446808e-15,-53.739211
78,14.958952,-3.6638866e-15,-52.079873
